totinc,p,ainc,pop,tinc,sinc,year,iso
127444.66869865319,0.9,338754.822534169,30806036.938040953,272895.12550218974,0.13290270436308507,2002,ES
127444.66869865319,0.95,686019.3442766003,30806036.938040953,435577.7647037634,0.21531519561597812,2002,ES
127444.66869865319,0.99,1540164.7872623226,30806036.938040953,1287715.915847879,0.060424841736771914,2002,ES
127444.66869865319,0.9949999999999999,2617954.0648627644,30806036.938040953,1920979.359261499,0.08216755056433381,2002,ES
127444.66869865319,0.999,6435879.239874585,30806036.938040953,4196714.201522498,0.04544945955787713,2002,ES
127444.66869865319,0.9998999999999999,25534844.9228612,30806036.938040953,13301074.360555595,0.020036024404649404,2002,ES
137789.74499627072,0,0,31492987.493374616,5.3856439947951146e-8,0,2003,ES
137789.74499627072,0.1,938.9205793474067,31492987.493374616,0.0010213907536760353,6.814154270862601e-4,2003,ES
137789.74499627072,0.2,3890.336719488156,31492987.493374616,3168.663522592377,0.002823386253885184,2003,ES
137789.74499627072,0.3,35593.52149864786,31492987.493374616,12604.724161704176,0.025831763822199694,2003,ES
137789.74499627072,0.4,59002.69309005463,31492987.493374616,47272.53872353211,0.04282081594073022,2003,ES
137789.74499627072,0.5,73328.3973331875,31492987.493374616,66983.69444377805,0.053217601451524654,2003,ES
137789.74499627072,0.6,92160.89879420785,31492987.493374616,83136.62562502823,0.06688516536314235,2003,ES
137789.74499627072,0.7,117223.29254532838,31492987.493374616,105517.53443928332,0.04253701628829531,2003,ES
137789.74499627072,0.75,146566.20776040174,31492987.493374616,130426.97779226185,0.05318473002630518,2003,ES
137789.74499627072,0.8,217483.3839926822,31492987.493374616,164252.42246041232,0.15783713366954005,2003,ES
137789.74499627072,0.9,361710.13700253644,31492987.493374616,290080.8000598875,0.13125437492185127,2003,ES
137789.74499627072,0.95,737576.7512981874,31492987.493374616,466041.860798719,0.2141165879414758,2003,ES
137789.74499627072,0.99,1627324.469688201,31492987.493374616,1368331.4006180975,0.05905100084669618,2003,ES
137789.74499627072,0.9949999999999999,2842001.361399561,31492987.493374616,2019222.3817618561,0.08250255086767341,2003,ES
137789.74499627072,0.999,7017180.7973990925,31492987.493374616,4490999.56455664,0.04583405476096509,2003,ES
137789.74499627072,0.9998999999999999,29517873.664650068,31492987.493374616,14639423.320116984,0.021422402418611406,2003,ES
152542.34066401594,0,0,32086957.277852226,3.765746861620553e-8,0,2004,ES
152542.34066401594,0.1,1066.2706492412563,32086957.277852226,0.001091633799493852,6.989997954664824e-4,2004,ES
152542.34066401594,0.2,4246.805505795412,32086957.277852226,3146.4837259447904,0.0027840175306797386,2004,ES
152542.34066401594,0.3,40889.060106183584,32086957.277852226,14400.02254734428,0.026805056175350235,2004,ES
152542.34066401594,0.4,67676.3906794743,32086957.277852226,56613.968730719345,0.04436564326001511,2004,ES
152542.34066401594,0.5,84134.55536396647,32086957.277852226,76062.70249646723,0.05515488683189808,2004,ES
152542.34066401594,0.6,104352.81856793634,32086957.277852226,92227.49838434553,0.06840908439826549,2004,ES
152542.34066401594,0.7,131598.21630744025,32086957.277852226,119106.0946687113,0.04313498001099042,2004,ES
152542.34066401594,0.75,163977.93864430167,32086957.277852226,146511.83377324298,0.05374833568519625,2004,ES
152542.34066401594,0.8,237945.89151596243,32086957.277852226,182789.01085050806,0.15598678404971714,2004,ES
152542.34066401594,0.9,389425.63741428574,32086957.277852226,311646.2931682541,0.1276450970003206,2004,ES
