p,botsh,growth_before_1,growth_before_2,growth_after_1,growth_after_2,before,now,after
46,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
47,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
48,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
49,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
50,0.07565589043956336,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
51,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
52,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
53,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
54,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
55,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
56,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
57,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
58,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
59,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
60,0.14200729101643852,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
61,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
62,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
63,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
64,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
65,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
66,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
67,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
68,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
69,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
70,0.21740417757931452,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
71,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
72,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
73,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
74,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
75,0.26175562927087553,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
76,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
77,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
78,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
79,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
80,0.3104008688904041,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
81,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
82,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
83,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
84,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
85,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
86,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
87,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
88,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
89,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
90,0.4306416300052745,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
91,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
92,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
93,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
94,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
95,0.5526209340181947,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
96,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
97,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
98,NA,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
99,0.7876009042961648,1.039858971352618,1.0401728149095864,1.0210897289027703,1.0213857006022422,1963,1988,2013
