,aLvlGiniSim,aLvlMeanToMedianSim,aNrmGiniSim,aNrmMeanToMedianSim,annual_growthFactors,growthFactors
0,0.4466533930690666,1.3163788370151455,0.5019337611955649,1.4754303531769957,1.0,1.0
1,0.4585815779117926,1.421287288091637,0.37214608029353274,1.1960519025441072,1.01,1.0024906793143211
2,0.520203685683475,1.6505848096750702,0.2984912869848831,1.0725867641192044,1.02,1.0049629315732038
3,0.6035200837129476,2.0926533388567026,0.28521614627910413,1.0480978451274654,1.03,1.0074170717777329
4,0.689154530624388,2.8830923751906052,0.28175320059041636,1.0370390346377112,1.04,1.0098534065489688
5,0.7643870430921177,4.263674378078194,0.2810522129917208,1.0314443101453163,1.05,1.0122722344290394
6,0.8238101509642797,6.673881522997124,0.28147716872638356,1.0265108623849981,1.06,1.0146738461686593
7,0.8676692450244156,10.915236056372343,0.2824167052980725,1.0239432509089195,1.07,1.0170585250018114
